キーワード,日付と時刻,ソース,イベント ID,タスクのカテゴリ
成功の監査,2019/11/07 17:17:43,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_05$
	アカウント名:		WIN7_64JP_05$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x89f19
	ログオン GUID:		{B3680B28-EF0B-8D8A-0C65-F18FC5668466}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	192.168.16.105
	ソース ポート:		50667

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
成功の監査,2019/11/07 17:17:43,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		4
	アプリケーション名:	System

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		445
	宛先アドレス:	192.168.16.105
	宛先ポート:		50667
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 17:17:39,Microsoft-Windows-Security-Auditing,5157,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続がブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.103
	宛先ポート:		58789
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 17:17:39,Microsoft-Windows-Security-Auditing,5152,フィルタリング プラットフォーム パケットのドロップ,"Windows フィルタリング プラットフォームによってパケットがブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.103
	宛先ポート:		58789
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 17:17:39,Microsoft-Windows-Security-Auditing,5157,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続がブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.103
	宛先ポート:		58789
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 17:17:39,Microsoft-Windows-Security-Auditing,5152,フィルタリング プラットフォーム パケットのドロップ,"Windows フィルタリング プラットフォームによってパケットがブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.103
	宛先ポート:		58789
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 17:17:39,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.103
	宛先ポート:		62351
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 17:17:16,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.103
	宛先ポート:		55211
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 17:17:15,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN10_64JP_10$
	アカウント名:		WIN10_64JP_10$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x81528

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 17:17:13,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		292
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		送信
	送信元アドレス:		192.168.16.1
	ソース ポート:		123
	宛先アドレス:	80.10.254.1
	宛先ポート:		123
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	65987
	レイヤ名:		接続
	レイヤの実行時 ID:	48"
成功の監査,2019/11/07 17:17:10,Microsoft-Windows-Security-Auditing,4673,重要な特権の使用,"特権のあるサービスが呼び出されました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\Administrator
	アカウント名:		Administrator
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x32207

サービス:
	サーバー:	Security
	サービス名:	-

プロセス:
	プロセス ID:	0x8b4
	プロセス名:	C:\Windows\System32\mmc.exe

サービス要求情報:
	特権:		SeCreateGlobalPrivilege"
成功の監査,2019/11/07 17:17:10,Microsoft-Windows-Security-Auditing,4673,重要な特権の使用,"特権のあるサービスが呼び出されました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\Administrator
	アカウント名:		Administrator
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x32207

サービス:
	サーバー:	Security
	サービス名:	-

プロセス:
	プロセス ID:	0x8b4
	プロセス名:	C:\Windows\System32\mmc.exe

サービス要求情報:
	特権:		SeCreateGlobalPrivilege"
失敗の監査,2019/11/07 17:17:09,Microsoft-Windows-Security-Auditing,4656,ファイル システム,"オブジェクトに対するハンドルが要求されました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\Administrator
	アカウント名:		Administrator
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x32207

オブジェクト:
	オブジェクト サーバー:		Security
	オブジェクトの種類:		File
	オブジェクト名:		C:\Windows\System32\eventvwr.msc
	ハンドル ID:		0x0

プロセス情報:
	プロセス ID:		0x8b4
	プロセス名:		C:\Windows\System32\mmc.exe

アクセス要求情報:
	トランザクション ID:		{00000000-0000-0000-0000-000000000000}
	アクセス:		READ_CONTROL
			SYNCHRONIZE
			WriteData (または AddFile)
			AppendData (または AddSubdirectory または CreatePipeInstance)
			WriteEA
			ReadAttributes
			WriteAttributes
			
	アクセス マスク:		0x120196
	アクセスの確認に使用した特権:	-
	制限された SID 数:	0"
成功の監査,2019/11/07 17:17:08,Microsoft-Windows-Security-Auditing,4688,プロセス作成,"新しいプロセスが作成されました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\Administrator
	アカウント名:		Administrator
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x32207

プロセス情報:
	新しいプロセス ID:		0x8b4
	新しいプロセス名:		C:\Windows\System32\mmc.exe
	トークン昇格の種類:	TokenElevationTypeDefault (1)
	クリエータ プロセス ID:	0x900

トークン昇格の種類は、ユーザー アカウント制御ポリシーに従って新しいプロセスに割り当てられたトークンの種類を示します。

種類 1 は、特権が削除されていない、またはグループが無効にされていない、フル トークンです。フル トークンは、ユーザー アカウント制御が無効の場合、またはユーザーが組み込みの管理者アカウントまたはサービス アカウントである場合にのみ使用されます。

種類 2 は、特権が削除されていない、またはグループが無効にされていない、昇格されたトークンです。昇格されたトークンは、ユーザー アカウント制御が有効であり、ユーザーが管理者として Run を使用してプログラムを起動することを選択する場合に使用されます。昇格されたトークンは、アプリケーションが常に管理者特権を要求するか、または常に最高の特権を要求するように構成され、ユーザーが管理者グループのメンバである場合にも使用されます。

種類 3 は、管理者特権が削除され、管理グループが無効にされた、制限されたトークンです。制限されたトークンは、ユーザー アカウント制御が有効で、アプリケーションが管理者特権を要求せず、ユーザーが管理者として Run を使用してプログラムを起動しない場合に使用されます。"
成功の監査,2019/11/07 17:17:02,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN10_64JP_10$
	アカウント名:		WIN10_64JP_10$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x8156e

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 17:16:58,Microsoft-Windows-Security-Auditing,4689,プロセス終了,"プロセスが終了しました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\Administrator
	アカウント名:		Administrator
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x32207

プロセス情報:
	プロセス ID:	0x798
	プロセス名:	C:\Windows\System32\SLUI.exe
	終了状態:	0x1"
成功の監査,2019/11/07 17:16:57,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN7_64JP_01$
	アカウント名:		WIN7_64JP_01$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x81768

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 17:16:50,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x814ca

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 17:16:49,Microsoft-Windows-Security-Auditing,4689,プロセス終了,"プロセスが終了しました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x3e7

プロセス情報:
	プロセス ID:	0x6d8
	プロセス名:	C:\Windows\System32\LogonUI.exe
	終了状態:	0x0"
成功の監査,2019/11/07 17:16:48,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\Administrator
	アカウント名:		Administrator
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x8178f

ログオン タイプ:			7

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
